"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Unauthenticated users are automatically redirected to the 'Login page'","0","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","0","testRetainCurrencyWhenReSelectingSameOption","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
"Verifies that all form field placeholders are set correctly","10006","testVerifyPlaceholdersEditForm","suite name","Sun Jun 08 07:48:52 GMT 2025","broken","Sun Jun 08 07:49:02 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Create company analyst under admin","29373","testCreateCompanyAnalystAndDeactivate","suite name","Sun Jun 08 07:45:56 GMT 2025","passed","Sun Jun 08 07:46:25 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAnalystAndDeactivate"
"Reset company analyst password under company admin","0","testResetPasswordForCompanyAnalyst","suite name","Sun Jun 08 07:48:31 GMT 2025","skipped","Sun Jun 08 07:48:31 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testResetPasswordForCompanyAnalyst"
"Verify validation messages when creating Acquirer with invalid input.","0","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","0","testResetMultiStatus","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Deactivate and activate user under company admin","17368","testDeactivateAndActivateCompanyUser","suite name","Sun Jun 08 07:46:31 GMT 2025","passed","Sun Jun 08 07:46:48 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateAndActivateCompanyUser"
"Edit user under company admin","14319","testEditCompanyUser","suite name","Sun Jun 08 07:47:24 GMT 2025","passed","Sun Jun 08 07:47:39 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditCompanyUser"
"Compare number of transactions with selected statuses in the table before and after filter","0","testFilterByStatus","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify Minimum and Maximum Password Length Restrictions (negative)","2983","testPasswordLengthRestrictionsOnChange","suite name","Sun Jun 08 07:46:41 GMT 2025","passed","Sun Jun 08 07:46:44 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Verify Minimum and Maximum Password Length Restrictions (negative)","2724","testPasswordLengthRestrictionsOnChange","suite name","Sun Jun 08 07:46:51 GMT 2025","passed","Sun Jun 08 07:46:54 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Check that after click on transactions in column NPGW reference user see transaction details","5415","testCheckTransactionDetails","suite name","Sun Jun 08 07:46:58 GMT 2025","passed","Sun Jun 08 07:47:03 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTransactionDetails"
"Reset Amount Values","0","testResetAmountValues","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmountValues"
"Download files: PDF, Excel, CSV","5990","testDownloadFiles","suite name","Sun Jun 08 07:47:29 GMT 2025","passed","Sun Jun 08 07:47:35 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","0","testResetStatus","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Displaying selected currency","0","testFilterDisplaysSelectedCurrency","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","3855","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","suite name","Sun Jun 08 07:45:46 GMT 2025","passed","Sun Jun 08 07:45:50 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","0","testVerifyAcquirerStatus","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","0","testResetStatus","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","0","testResetCurrency","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Error message when trying to create a company with invalid length and special characters.","3656","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Sun Jun 08 07:45:19 GMT 2025","passed","Sun Jun 08 07:45:23 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Correct transaction summary is displayed on Dashboard page","0","testTransactionSummary","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummary"
"Download files: PDF, Excel, CSV","6881","testDownloadFiles","suite name","Sun Jun 08 07:47:43 GMT 2025","passed","Sun Jun 08 07:47:50 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Check password policy validation error messages when changing password in user menu","15066","testChangePasswordValidationMessages","suite name","Sun Jun 08 07:44:33 GMT 2025","passed","Sun Jun 08 07:44:48 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Verifies that table column headers are displayed correctly on each page when navigating through paginated results.","0","testColumnHeadersDisplayCorrectlyOnAllPages","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testColumnHeadersDisplayCorrectlyOnAllPages"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","0","testRowsPerPageDropdownOptions","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Filtering transactions by Currency","0","testFilterTransactionsByCurrency","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Status filter correctly displays users with 'Active' or 'Inactive' status","0","testStatusFilterDisplaysCorrectUsers","suite name","Sun Jun 08 07:48:31 GMT 2025","skipped","Sun Jun 08 07:48:31 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Error message is displayed when start date is after end date.","0","testErrorMessageForReversedDateRange","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","0","testResetCurrency","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Error is displayed when trying to create a company with special characters in the name.","2249","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","suite name","Sun Jun 08 07:45:38 GMT 2025","passed","Sun Jun 08 07:45:40 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verify that the color theme matching with the default browser theme","7","testDefaultThemeMatching","suite name","Sun Jun 08 07:46:00 GMT 2025","passed","Sun Jun 08 07:46:00 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDefaultThemeMatching"
"Verifying that we can switch the page when we click next button","0","testPaginationNextButton","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testPaginationNextButton"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","0","testNavigateToReportsPage","suite name","Sun Jun 08 07:48:35 GMT 2025","skipped","Sun Jun 08 07:48:35 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"Verify that users can be sorted in reverse alphabetical order","3398","testCheckSortingListOfUsersReverse","suite name","Sun Jun 08 07:45:32 GMT 2025","passed","Sun Jun 08 07:45:36 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersReverse"
"Verify that a new Acquirer can be successfully created and appears in the Acquirers dropdown.","0","testAcquirerSuccessfullyCreatedAndAppearsInDropdown","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAcquirerSuccessfullyCreatedAndAppearsInDropdown"
"Displaying the default number of rows on the RowsPerPage selector","0","testCountSelectorRows","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"Verify content of 'Generation Parameters dialog'","0","testContentOfGenerationParametersDialog","suite name","Sun Jun 08 07:48:35 GMT 2025","skipped","Sun Jun 08 07:48:35 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testContentOfGenerationParametersDialog"
"Verify, that 'Reset filter' button change 'Amount' to default value ( AMOUNT)","0","testResetAmount","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmount"
"Verify that user can see 'Card type' options","0","testTheVisibilityOfTheCardTypeOptions","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheCardTypeOptions"
"Verify, that 'Reset filter' clean 'Company' input field","0","testResetCompany","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCompany"
"Verify 'Add business unit' button activation once some company is selected","0","testVerifyAvailabilityOfBusinessUnitButton","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"All key chart elements are correctly displayed","0","testVisibleChartElementsAreDisplayedCorrectly","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testVisibleChartElementsAreDisplayedCorrectly"
"Verify that users can be sorted alphabetically","4448","testCheckSortingListOfUsersAlphabetically","suite name","Sun Jun 08 07:45:21 GMT 2025","passed","Sun Jun 08 07:45:26 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersAlphabetically"
"Validates successful company creation and correct field persistence (E2E test).","10532","testAddCompanyEndToEndTest","suite name","Sun Jun 08 07:44:43 GMT 2025","passed","Sun Jun 08 07:44:53 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Verify error appears when creating an Acquirer with a duplicate name.","0","testCreateAcquirerWithDuplicateNameShowsError","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","20449","testEditUser","suite name","Sun Jun 08 07:47:44 GMT 2025","passed","Sun Jun 08 07:48:05 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Verify that the user can switch to the dark theme","1917","testDarkColorThemeSwitch","suite name","Sun Jun 08 07:45:52 GMT 2025","passed","Sun Jun 08 07:45:54 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDarkColorThemeSwitch"
"'Reset' button clears selected filter values and resets them to default.","0","testResetFilter","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Filtering transactions by Currency","0","testFilterTransactionsByCurrency","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"User navigate to 'Dashboard page' after login","0","testNavigateToDashboardAfterLogin","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Verify default filter state was applied once reset","0","testResetAppliedFilter","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testResetAppliedFilter"
"Check the hiding of parameters by pressing the chevron in Card details section","5178","testCheckTheHidingOfParameters","suite name","Sun Jun 08 07:46:46 GMT 2025","passed","Sun Jun 08 07:46:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTheHidingOfParameters"
"Correct merchant ID is sent to the server","0","testCheckMerchantId","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testCheckMerchantId"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","0","testVisibilityHeaderAndAcquirersList","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Check that selecting a company populates the 'Business units list', and when no company is selected, the list is empty with 'No items.'","0","testBusinessUnitsListUpdatesOnCompanySelection","suite name","Sun Jun 08 07:44:09 GMT 2025","unknown","Sun Jun 08 07:44:09 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testBusinessUnitsListUpdatesOnCompanySelection"
"The visibility of elements in the 'Acquirers List' control panel","0","testVisibilityAcquirersListControlTab","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Filter acquirers by status.","0","testFilterAcquirersByStatus","suite name","Sun Jun 08 07:48:37 GMT 2025","skipped","Sun Jun 08 07:48:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Filtering transactions by Card type displays only matching entries in the table.","0","testFilterByCardType","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByCardType"
"Verify the request to server contains all the information from the filter","0","testRequestToServer","suite name","Sun Jun 08 07:48:33 GMT 2025","skipped","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testRequestToServer"
"Compare number of transactions with selected statuses in the table before and after filter","0","testFilterByStatus","suite name","Sun Jun 08 07:48:34 GMT 2025","skipped","Sun Jun 08 07:48:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","0","testVerifyAddBusinessUnitButtonDefaultState","suite name","Sun Jun 08 07:48:36 GMT 2025","skipped","Sun Jun 08 07:48:36 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
"Error message is displayed when start date is after end date.","7454","testErrorMessageForReversedDateRange","suite name","Sun Jun 08 07:48:25 GMT 2025","passed","Sun Jun 08 07:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
