"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that user can see selector Status Options","1983","testTheVisibilityOfTheStatusSelectorOptions","suite name","Thu May 15 16:05:10 GMT 2025","passed","Thu May 15 16:05:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Verify validation messages when creating Acquirer with invalid input.","4540","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Thu May 15 16:04:42 GMT 2025","passed","Thu May 15 16:04:46 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Check if the user can change the password through the profile settings in the user menu","12544","testChangePassword","suite name","Thu May 15 15:59:27 GMT 2025","passed","Thu May 15 15:59:40 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Selecting the 'Select acquirer' field opens a dropdown with Acquirers list.","2319","testSelectAcquirerDropdownFunctionality","suite name","Thu May 15 16:02:27 GMT 2025","passed","Thu May 15 16:02:29 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testSelectAcquirerDropdownFunctionality"
"Error is displayed when trying to create a company with an already existing name","3458","testAddCompanyWithSameName","suite name","Thu May 15 16:03:49 GMT 2025","passed","Thu May 15 16:03:53 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithSameName"
"Validates successful company creation and correct field persistence (E2E test).","12099","testAddCompanyEndToEndTest","suite name","Thu May 15 16:03:21 GMT 2025","passed","Thu May 15 16:03:33 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Displaying the number of rows on the screen when selecting Selector Rows.","1727","testCountSelectorRows","suite name","Thu May 15 16:02:36 GMT 2025","passed","Thu May 15 16:02:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"Filtering transactions by Currency","3496","testFilterTransactionsByCurrency","suite name","Thu May 15 16:03:48 GMT 2025","passed","Thu May 15 16:03:52 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","2615","testToggleStatusRadioButtonsCorrectly","suite name","Thu May 15 16:05:07 GMT 2025","passed","Thu May 15 16:05:09 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Verifies that the Acquirers table displays correct data for the selected acquirer and shows relevant action buttons.","15897","testDisplaySingleRowWhenAcquirerIsSelected","suite name","Thu May 15 16:01:13 GMT 2025","passed","Thu May 15 16:01:29 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplaySingleRowWhenAcquirerIsSelected"
"Verify that the Company admin can see all the company's business units in the Business unit dropdown list","13809","testTheVisibilityOfTheAvailableBusinessUnitOptions","suite name","Thu May 15 16:04:37 GMT 2025","passed","Thu May 15 16:04:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheAvailableBusinessUnitOptions"
"Verify 'Add business unit' button activation once some company is selected","10565","testVerifyAvailabilityOfBusinessUnitButton","suite name","Thu May 15 16:00:11 GMT 2025","passed","Thu May 15 16:00:22 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"Verify that the placeholder text for each field is correct.","2067","testVerifyPlaceholders","suite name","Thu May 15 16:05:06 GMT 2025","passed","Thu May 15 16:05:08 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"The presence of the dropdown options export table data to  file","3482","testPresenceOfDownloadFilesOptions","suite name","Thu May 15 16:04:20 GMT 2025","passed","Thu May 15 16:04:24 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"Filter acquirers by status.","2458","testFilterAcquirersByStatus","suite name","Thu May 15 16:01:42 GMT 2025","passed","Thu May 15 16:01:45 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Create company analyst","37684","testCreateCompanyAnalystAndDeactivate","suite name","Thu May 15 15:59:52 GMT 2025","passed","Thu May 15 16:00:30 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAnalystAndDeactivate"
"Verify validation messages when creating Acquirer with invalid input.","3672","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Thu May 15 16:04:33 GMT 2025","passed","Thu May 15 16:04:37 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Add a new business unit with 'Add business unit' button","17472","testAddNewMerchants","suite name","Thu May 15 15:58:55 GMT 2025","passed","Thu May 15 15:59:13 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testAddNewMerchants"
"User email is remembered after first successful login with checked 'Remember me'","3356","testRememberMeCheckedSavesUserEmail","suite name","Thu May 15 15:58:44 GMT 2025","passed","Thu May 15 15:58:47 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"Check that Logo in header contains text 'NPGW' and image","53","testLogoContainsTextAndImage","suite name","Thu May 15 16:00:19 GMT 2025","passed","Thu May 15 16:00:19 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Create new company admin user","14110","testCreateCompanyAdminUser","suite name","Thu May 15 15:59:35 GMT 2025","passed","Thu May 15 15:59:49 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAdminUser"
"Unauthenticated users are automatically redirected to the 'Login page'","1144","testUnauthenticatedUserRedirectionToLoginPage","suite name","Thu May 15 15:58:56 GMT 2025","passed","Thu May 15 15:58:58 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Check/uncheck reports columns in the 'Generation Parameters dialog'","6891","testCheckboxesOfGenerationParameters","suite name","Thu May 15 16:03:12 GMT 2025","passed","Thu May 15 16:03:19 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testCheckboxesOfGenerationParameters"
"Deactivate user by 'Change user activity button' and verify status change","20723","testDeactivateUserViaChangeUserActivityButton","suite name","Thu May 15 16:01:01 GMT 2025","passed","Thu May 15 16:01:22 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"Unauthenticated users are automatically redirected to the 'Login page'","1144","testUnauthenticatedUserRedirectionToLoginPage","suite name","Thu May 15 15:59:01 GMT 2025","passed","Thu May 15 15:59:02 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Log out via button in the Header","88","testLogOutViaButtonInHeader","suite name","Thu May 15 16:00:07 GMT 2025","passed","Thu May 15 16:00:08 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","56","testNavigateToReportsPage","suite name","Thu May 15 16:03:36 GMT 2025","passed","Thu May 15 16:03:36 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"Verify that the title of the 'Edit Business Unit' dialog matches the expected result","9797","testVerifyTitleEditBusinessUnitDialog","suite name","Thu May 15 16:01:38 GMT 2025","passed","Thu May 15 16:01:48 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyTitleEditBusinessUnitDialog"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","1702","testNavigateToTransactionsPage","suite name","Thu May 15 16:04:06 GMT 2025","passed","Thu May 15 16:04:08 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Filtering transactions by Currency","4501","testFilterTransactionsByCurrency","suite name","Thu May 15 16:03:56 GMT 2025","passed","Thu May 15 16:04:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verify error appears when creating an Acquirer with a duplicate name.","3556","testCreateAcquirerWithDuplicateNameShowsError","suite name","Thu May 15 16:04:01 GMT 2025","passed","Thu May 15 16:04:05 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
"Verify that the user can switch to the light theme","750","testLightColorThemeSwitch","suite name","Thu May 15 16:00:02 GMT 2025","passed","Thu May 15 16:00:03 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","7556","testRetainCurrencyWhenReSelectingSameOption","suite name","Thu May 15 16:00:45 GMT 2025","passed","Thu May 15 16:00:53 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
"Displaying selected currency","3715","testFilterDisplaysSelectedCurrency","suite name","Thu May 15 16:03:24 GMT 2025","passed","Thu May 15 16:03:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3197","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Thu May 15 16:04:50 GMT 2025","passed","Thu May 15 16:04:53 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Edit user under company admin","24095","testEditCompanyUser","suite name","Thu May 15 16:01:25 GMT 2025","passed","Thu May 15 16:01:49 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditCompanyUser"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","2588","testToggleStatusRadioButtonsCorrectly","suite name","Thu May 15 16:04:59 GMT 2025","passed","Thu May 15 16:05:02 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"The 'Currency' dropdown toggles and contains options All, USD, EUR.","1709","testOpenCurrencyDropdown","suite name","Thu May 15 16:00:39 GMT 2025","passed","Thu May 15 16:00:40 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","1715","testOpenStatusDropdown","suite name","Thu May 15 16:01:50 GMT 2025","passed","Thu May 15 16:01:52 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Add users with roles [SUPER, ADMIN, USER] as super admin","7171","testAddUser","suite name","Thu May 15 15:58:57 GMT 2025","passed","Thu May 15 15:59:05 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddUser"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","2151","testVisibilityHeaderAndAcquirersList","suite name","Thu May 15 16:02:51 GMT 2025","passed","Thu May 15 16:02:53 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Choose amount popup functionality","4730","testChooseAmountPopUp","suite name","Thu May 15 16:02:19 GMT 2025","passed","Thu May 15 16:02:24 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Verify that selecting a 'Rows Per Page' option displays the correct number of rows in the table.","7179","testRowsPerPageSelectionDisplaysCorrectNumberOfRows","suite name","Thu May 15 16:02:15 GMT 2025","passed","Thu May 15 16:02:22 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageSelectionDisplaysCorrectNumberOfRows"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","2850","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","suite name","Thu May 15 16:04:24 GMT 2025","passed","Thu May 15 16:04:27 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"error message 'From should be lesser than To' appears","2391","testErrorMessageByAmount","suite name","Thu May 15 16:03:08 GMT 2025","passed","Thu May 15 16:03:11 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageByAmount"
"Verify default filter state was applied once reset","10881","testResetAppliedFilter","suite name","Thu May 15 15:59:49 GMT 2025","passed","Thu May 15 16:00:00 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testResetAppliedFilter"
"Deactivate and activate user under company admin","23663","testDeactivateAndActivateCompanyUser","suite name","Thu May 15 16:00:33 GMT 2025","passed","Thu May 15 16:00:56 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateAndActivateCompanyUser"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","2736","testRowsPerPageDropdownOptions","suite name","Thu May 15 16:02:07 GMT 2025","passed","Thu May 15 16:02:10 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"User navigate to 'Login page'","609","testNavigateToLoginPage","suite name","Thu May 15 15:58:40 GMT 2025","passed","Thu May 15 15:58:41 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"Verify that company name is pre-filled correctly and read-only","9488","testVerifyFieldCompanyNamePreFilledAndReadOnly","suite name","Thu May 15 16:01:08 GMT 2025","passed","Thu May 15 16:01:17 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyFieldCompanyNamePreFilledAndReadOnly"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","3122","testRememberMeUncheckedDontSaveUserEmail","suite name","Thu May 15 15:58:51 GMT 2025","passed","Thu May 15 15:58:54 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"Reset company analyst password under company admin","23555","testResetPasswordForCompanyAnalyst","suite name","Thu May 15 16:02:23 GMT 2025","passed","Thu May 15 16:02:46 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testResetPasswordForCompanyAnalyst"
"Verifies that all form field placeholders are set correctly","6340","testVerifyPlaceholdersEditForm","suite name","Thu May 15 16:00:31 GMT 2025","passed","Thu May 15 16:00:37 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Download files: PDF, Excel, CVS","3381","testDownloadFiles","suite name","Thu May 15 16:02:42 GMT 2025","passed","Thu May 15 16:02:46 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify that a new Acquirer can be successfully created and appears in the Acquirers dropdown.","7039","testAcquirerSuccessfullyCreatedAndAppearsInDropdown","suite name","Thu May 15 16:03:42 GMT 2025","passed","Thu May 15 16:03:49 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAcquirerSuccessfullyCreatedAndAppearsInDropdown"
"Log out via button in the user menu","657","testLogOutViaButtonInUserMenu","suite name","Thu May 15 16:00:12 GMT 2025","passed","Thu May 15 16:00:13 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInUserMenu"
"Verify validation messages when creating Acquirer with invalid input.","4519","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Thu May 15 16:04:24 GMT 2025","passed","Thu May 15 16:04:28 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Edit Amount","4774","testEditAmount","suite name","Thu May 15 16:02:59 GMT 2025","passed","Thu May 15 16:03:04 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"Add a new user and verify that all fields, statuses, and icons are correctly displayed(e2e).","10199","testAddCompanyAnalyst","suite name","Thu May 15 15:58:42 GMT 2025","passed","Thu May 15 15:58:52 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddCompanyAnalyst"
"Company can be added by filling out required fields","4705","testAddCompanyByFillRequiredFields","suite name","Thu May 15 16:03:10 GMT 2025","passed","Thu May 15 16:03:15 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Unauthenticated users are automatically redirected to the 'Login page'","1048","testUnauthenticatedUserRedirectionToLoginPage","suite name","Thu May 15 15:59:09 GMT 2025","passed","Thu May 15 15:59:10 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Verify full lists of column headers in table and visible columns from Settings","4117","testCheckUncheckAllVisibleColumns","suite name","Thu May 15 16:01:53 GMT 2025","passed","Thu May 15 16:01:57 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckUncheckAllVisibleColumns"
"Displaying rows per page options when clicking on Selector Rows","2125","testCountOptionsSelectorRows","suite name","Thu May 15 16:02:29 GMT 2025","passed","Thu May 15 16:02:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3196","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Thu May 15 16:04:42 GMT 2025","passed","Thu May 15 16:04:45 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Check/Uncheck Visible columns in the Settings and verify table column headers","11267","testCheckUncheckOneVisibleColumn","suite name","Thu May 15 16:02:03 GMT 2025","passed","Thu May 15 16:02:14 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckUncheckOneVisibleColumn"
"Verify that user can see Payment Method Options","2063","testTheVisibilityOfThePaymentMethodOptions","suite name","Thu May 15 16:05:03 GMT 2025","passed","Thu May 15 16:05:05 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfThePaymentMethodOptions"
"Error message is displayed when start date is after end date.","351","testErrorMessageForReversedDateRange","suite name","Thu May 15 16:02:59 GMT 2025","passed","Thu May 15 16:03:00 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
"Check that click on Logo return user to the dashboard page from other pages","2020","testClickLogoReturnToDashboardPage","suite name","Thu May 15 15:59:45 GMT 2025","passed","Thu May 15 15:59:47 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"Verify that the dialog is closed by clicking on the 'Close' icon","10358","testVerifyDialogClosedByClickIconClose","suite name","Thu May 15 16:00:55 GMT 2025","passed","Thu May 15 16:01:05 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyDialogClosedByClickIconClose"
"Verifies that table column headers are displayed correctly on each page when navigating through paginated results.","4045","testColumnHeadersDisplayCorrectlyOnAllPages","suite name","Thu May 15 16:00:58 GMT 2025","passed","Thu May 15 16:01:02 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testColumnHeadersDisplayCorrectlyOnAllPages"
"Verify validation messages when creating Acquirer with invalid input.","3825","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Thu May 15 16:04:51 GMT 2025","passed","Thu May 15 16:04:55 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Filtering transactions by Amount","3721","testFilterTransactionsByAmount","suite name","Thu May 15 16:03:40 GMT 2025","passed","Thu May 15 16:03:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByAmount"
"Error message is displayed when start date is after end date.","1140","testErrorMessageForReversedDateRange","suite name","Thu May 15 16:03:30 GMT 2025","passed","Thu May 15 16:03:31 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"'Create' button is disabled when required fields are not filled.","2008","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","suite name","Thu May 15 16:03:57 GMT 2025","passed","Thu May 15 16:03:59 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
