"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Error is displayed when trying to create a company with special characters in the name.","1","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","1","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"","0","afterMethod","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","broken","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","afterMethod"
"Unauthenticated users are automatically redirected to the 'Login page'","0","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"","0","beforeMethod","Surefire suite","Wed Apr 09 11:30:51 GMT 2025","broken","Wed Apr 09 11:30:51 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","beforeMethod"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"'Create' button is disabled when required fields are not filled.","1","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"User navigate to 'Login page'","0","testNavigateToLoginPage","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"Unauthenticated users are automatically redirected to the 'Login page'","0","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"'Create' button is disabled when required fields are not filled.","0","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","0","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Verifying that we can switch the page when we click next button","1","testPaginationNextButton","Surefire suite","Wed Apr 09 11:30:29 GMT 2025","unknown","Wed Apr 09 11:30:29 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testPaginationNextButton"
"Error is displayed when trying to create a company with special characters in the name.","1","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Displaying the number of rows on the screen when selecting Selector Rows.","1","testCountSelectorRows","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","skipped","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"","0","afterMethod","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","broken","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","afterMethod"
"Displaying the currency filter on the screen when selecting EUR.","0","testFilterByCurrency","Surefire suite","Wed Apr 09 11:30:30 GMT 2025","unknown","Wed Apr 09 11:30:30 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterByCurrency"
"","0","beforeMethod","Surefire suite","Wed Apr 09 11:30:51 GMT 2025","broken","Wed Apr 09 11:30:51 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","beforeMethod"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"","0","beforeMethod","Surefire suite","Wed Apr 09 11:30:50 GMT 2025","broken","Wed Apr 09 11:30:50 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","beforeMethod"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","0","testNavigateToTransactionsPage","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","skipped","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","0","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"User navigate to 'Dashboard page' after login","1","testNavigateToDashboardAfterLogin","Surefire suite","Wed Apr 09 11:30:50 GMT 2025","skipped","Wed Apr 09 11:30:50 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Unauthenticated users are automatically redirected to the 'Login page'","0","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"","0","afterMethod","Surefire suite","Wed Apr 09 11:30:50 GMT 2025","broken","Wed Apr 09 11:30:50 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","afterMethod"
"","0","beforeMethod","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","broken","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","beforeMethod"
"","0","beforeMethod","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","broken","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","beforeMethod"
"Verify that the 'Add Company' window displays the correct title in the header.","0","testVerifyAddCompanyWindowTitle","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"Company creation with Cyrillic symbols","0","testAddCompanyWithCyrillicSymbols","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithCyrillicSymbols"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"User email is remembered after first successful login with checked 'Remember me'","0","testRememberMeCheckedSavesUserEmail","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"","0","afterMethod","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","broken","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","afterMethod"
"Verify: The 'Status' dropdown toggles and contains options All, Active, Inactive.","0","testOpenStatusDropdown","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","skipped","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","1","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"","0","afterMethod","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","broken","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","afterMethod"
"Unauthenticated users are automatically redirected to the 'Login page'","0","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Wed Apr 09 11:30:52 GMT 2025","skipped","Wed Apr 09 11:30:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Displaying options when clicking on Selector Rows","0","testCountOptionsSelectorRows","Surefire suite","Wed Apr 09 11:30:53 GMT 2025","skipped","Wed Apr 09 11:30:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Error is displayed when trying to create a company with special characters in the name.","1","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"User navigate to 'Login page' after logout","1","testNavigateToLoginPageAfterLogout","Surefire suite","Wed Apr 09 11:30:50 GMT 2025","skipped","Wed Apr 09 11:30:50 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToLoginPageAfterLogout"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"User navigate to 'System administration page' after clicking on 'System administration' link on the header","1","testNavigateToSystemAdministrationPage","Surefire suite","Wed Apr 09 11:30:51 GMT 2025","skipped","Wed Apr 09 11:30:51 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"Company can be added by filling out required fields","0","testAddCompanyByFillRequiredFields","Surefire suite","Wed Apr 09 11:30:54 GMT 2025","skipped","Wed Apr 09 11:30:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","0","testNavigateToReportsPage","Surefire suite","Wed Apr 09 11:30:51 GMT 2025","skipped","Wed Apr 09 11:30:51 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
