"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","2071","testOpenStatusDropdown","suite name","Sun Jun 08 07:11:55 GMT 2025","passed","Sun Jun 08 07:11:57 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Filter transactions by business unit","5938","testFilterTransactionsByBusinessUnit","suite name","Sun Jun 08 07:07:24 GMT 2025","passed","Sun Jun 08 07:07:30 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByBusinessUnit"
"Verifies that the Acquirers table displays correct data for the selected acquirer and shows relevant action buttons.","2901","testDisplaySingleRowWhenAcquirerIsSelected","suite name","Sun Jun 08 07:11:29 GMT 2025","passed","Sun Jun 08 07:11:32 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplaySingleRowWhenAcquirerIsSelected"
"Error message is displayed when start date is after end date.","3236","testErrorMessageForReversedDateRange","suite name","Sun Jun 08 07:07:12 GMT 2025","passed","Sun Jun 08 07:07:16 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"Check that click on Logo return user to the dashboard page from other pages","1887","testClickLogoReturnToDashboardPage","suite name","Sun Jun 08 07:01:12 GMT 2025","passed","Sun Jun 08 07:01:14 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"Verify, that 'Reset filter' clean 'Business Unit' input field","6566","testResetBusinessUnit","suite name","Sun Jun 08 07:05:20 GMT 2025","passed","Sun Jun 08 07:05:27 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetBusinessUnit"
"Check if the user can change the password through the profile settings in the user menu","7448","testChangePassword","suite name","Sun Jun 08 07:02:35 GMT 2025","passed","Sun Jun 08 07:02:43 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Verify that transactions are present in the table when a currency filter is applied on the last page","11596","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage","suite name","Sun Jun 08 07:09:29 GMT 2025","passed","Sun Jun 08 07:09:41 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3417","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Sun Jun 08 07:01:23 GMT 2025","passed","Sun Jun 08 07:01:27 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Check that after click on transactions in column NPGW reference user see transaction details","2634","testCheckTransactionDetails","suite name","Sun Jun 08 07:02:15 GMT 2025","passed","Sun Jun 08 07:02:17 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTransactionDetails"
"Verify that the placeholder text for each field is correct.","2073","testVerifyPlaceholders","suite name","Sun Jun 08 07:01:50 GMT 2025","passed","Sun Jun 08 07:01:52 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"Verify that users can be sorted in reverse alphabetical order","3121","testCheckSortingListOfUsersReverse","suite name","Sun Jun 08 07:01:06 GMT 2025","passed","Sun Jun 08 07:01:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersReverse"
"Verify that the user can switch to the dark theme","1039","testDarkColorThemeSwitch","suite name","Sun Jun 08 07:01:19 GMT 2025","passed","Sun Jun 08 07:01:21 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDarkColorThemeSwitch"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","4744","testResetStatus","suite name","Sun Jun 08 07:07:24 GMT 2025","passed","Sun Jun 08 07:07:29 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify Minimum and Maximum Password Length Restrictions (negative)","879","testPasswordLengthRestrictionsOnChange","suite name","Sun Jun 08 07:02:08 GMT 2025","passed","Sun Jun 08 07:02:09 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Verify the status is sent to the server","7880","testStatusRequestServer","suite name","Sun Jun 08 07:08:29 GMT 2025","passed","Sun Jun 08 07:08:37 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testStatusRequestServer"
"Verify validation messages when creating Acquirer with invalid input.","5552","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Sun Jun 08 07:09:56 GMT 2025","passed","Sun Jun 08 07:10:02 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Check password policy validation error messages when changing password in user menu","12749","testChangePasswordValidationMessages","suite name","Sun Jun 08 07:00:54 GMT 2025","passed","Sun Jun 08 07:01:06 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Validates successful company creation and correct field persistence (E2E test).","8536","testAddCompanyEndToEndTest","suite name","Sun Jun 08 07:00:23 GMT 2025","passed","Sun Jun 08 07:00:31 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Verify Minimum and Maximum Password Length Restrictions (negative)","958","testPasswordLengthRestrictionsOnChange","suite name","Sun Jun 08 07:02:02 GMT 2025","passed","Sun Jun 08 07:02:03 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","3942","testToggleStatusRadioButtonsCorrectly","suite name","Sun Jun 08 07:10:08 GMT 2025","passed","Sun Jun 08 07:10:12 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","5762","testResetCurrency","suite name","Sun Jun 08 07:06:22 GMT 2025","passed","Sun Jun 08 07:06:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Verify full lists of column headers in table and visible columns from Settings","9201","testCheckUncheckAllVisibleColumns","suite name","Sun Jun 08 07:03:45 GMT 2025","passed","Sun Jun 08 07:03:54 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCheckUncheckAllVisibleColumns"
"Check password policy validation error messages when changing password in user menu","13400","testChangePasswordValidationMessages","suite name","Sun Jun 08 07:00:33 GMT 2025","passed","Sun Jun 08 07:00:46 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Status filter correctly displays users with 'Active' or 'Inactive' status","20072","testStatusFilterDisplaysCorrectUsers","suite name","Sun Jun 08 07:04:32 GMT 2025","passed","Sun Jun 08 07:04:52 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","3423","testResetStatus","suite name","Sun Jun 08 07:07:47 GMT 2025","passed","Sun Jun 08 07:07:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","4482","testResetStatus","suite name","Sun Jun 08 07:08:18 GMT 2025","passed","Sun Jun 08 07:08:23 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Choose amount popup functionality","5134","testChooseAmountPopUp","suite name","Sun Jun 08 07:02:23 GMT 2025","passed","Sun Jun 08 07:02:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Verify default filter state was applied once reset","8692","testResetAppliedFilter","suite name","Sun Jun 08 07:11:02 GMT 2025","passed","Sun Jun 08 07:11:11 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testResetAppliedFilter"
"Displaying selected currency","5281","testFilterDisplaysSelectedCurrency","suite name","Sun Jun 08 07:03:38 GMT 2025","passed","Sun Jun 08 07:03:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Check password policy validation error messages when changing password in user menu","14076","testChangePasswordValidationMessages","suite name","Sun Jun 08 07:00:12 GMT 2025","passed","Sun Jun 08 07:00:26 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Download files: PDF, Excel, CSV","3985","testDownloadFiles","suite name","Sun Jun 08 07:02:43 GMT 2025","passed","Sun Jun 08 07:02:47 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Filtering transactions by Amount","8674","testFilterTransactionsByAmount","suite name","Sun Jun 08 07:07:10 GMT 2025","passed","Sun Jun 08 07:07:18 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Verifying that we can switch the page when we click next button","4686","testPaginationNextButton","suite name","Sun Jun 08 07:08:35 GMT 2025","passed","Sun Jun 08 07:08:40 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testPaginationNextButton"
"The company info block can be hidden and shown via settings.","6358","testToggleCompanyInfoVisibilityViaSettings","suite name","Sun Jun 08 07:03:27 GMT 2025","passed","Sun Jun 08 07:03:33 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testToggleCompanyInfoVisibilityViaSettings"
"Check if the user can change the password through the profile settings in the user menu","7771","testChangePassword","suite name","Sun Jun 08 07:02:48 GMT 2025","passed","Sun Jun 08 07:02:56 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Check the hiding of parameters by pressing the chevron in Card details section","3490","testCheckTheHidingOfParameters","suite name","Sun Jun 08 07:02:06 GMT 2025","passed","Sun Jun 08 07:02:09 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTheHidingOfParameters"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","2789","testRowsPerPageDropdownOptions","suite name","Sun Jun 08 07:12:34 GMT 2025","passed","Sun Jun 08 07:12:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","5012","testResetStatus","suite name","Sun Jun 08 07:07:36 GMT 2025","passed","Sun Jun 08 07:07:41 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify that user can see selector Status Options","3084","testTheVisibilityOfTheStatusSelectorOptions","suite name","Sun Jun 08 07:09:10 GMT 2025","passed","Sun Jun 08 07:09:13 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Verify, that 'Reset filter' button change 'Card Type' to default value ( ALL)","4948","testResetCardType","suite name","Sun Jun 08 07:05:32 GMT 2025","passed","Sun Jun 08 07:05:37 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCardType"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","16608","testEditUser","suite name","Sun Jun 08 07:03:20 GMT 2025","passed","Sun Jun 08 07:03:37 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","3778","testResetStatus","suite name","Sun Jun 08 07:08:08 GMT 2025","passed","Sun Jun 08 07:08:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Company can be added by filling out required fields","4603","testAddCompanyByFillRequiredFields","suite name","Sun Jun 08 07:00:13 GMT 2025","passed","Sun Jun 08 07:00:17 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Verify Acquirers table contains correct column headers","2078","testDisplayCorrectColumnHeadersInAcquirersTable","suite name","Sun Jun 08 07:11:21 GMT 2025","passed","Sun Jun 08 07:11:23 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplayCorrectColumnHeadersInAcquirersTable"
"Verify, that 'Reset filter' button change 'Card Type' to default value ( ALL)","4524","testResetCardType","suite name","Sun Jun 08 07:05:44 GMT 2025","passed","Sun Jun 08 07:05:49 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCardType"
"Compare number of transactions with selected statuses in the table before and after filter","26772","testFilterByStatus","suite name","Sun Jun 08 07:06:36 GMT 2025","passed","Sun Jun 08 07:07:03 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"The 'Currency' dropdown toggles and contains options","2664","testOpenCurrencyDropdown","suite name","Sun Jun 08 07:09:40 GMT 2025","passed","Sun Jun 08 07:09:43 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"'Amount' column sorts ascending on first click and descending on second click.","17177","testSortByAmount","suite name","Sun Jun 08 07:08:46 GMT 2025","passed","Sun Jun 08 07:09:03 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByAmount"
"Deactivate and activate user under company admin","15114","testDeactivateAndActivateCompanyUser","suite name","Sun Jun 08 07:01:58 GMT 2025","passed","Sun Jun 08 07:02:13 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateAndActivateCompanyUser"
"'Reset' button clears selected filter values and resets them to default.","4236","testResetFilter","suite name","Sun Jun 08 07:12:13 GMT 2025","passed","Sun Jun 08 07:12:17 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Verify that the 'Add Acquirer' form opens with the correct header and input fields, and closes correctly.","5726","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly","suite name","Sun Jun 08 07:08:32 GMT 2025","passed","Sun Jun 08 07:08:37 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","1975","testVisibilityHeaderAndAcquirersList","suite name","Sun Jun 08 07:13:52 GMT 2025","passed","Sun Jun 08 07:13:54 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Verify that 'Create' button is disabled when Acquirer name is empty.","4657","testDisableCreateButtonWhenAcquirerNameIsEmpty","suite name","Sun Jun 08 07:08:58 GMT 2025","passed","Sun Jun 08 07:09:03 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisableCreateButtonWhenAcquirerNameIsEmpty"
"Displaying the default number of rows on the RowsPerPage selector","1733","testCountSelectorRows","suite name","Sun Jun 08 07:04:57 GMT 2025","passed","Sun Jun 08 07:04:58 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","5009","testResetMultiStatus","suite name","Sun Jun 08 07:07:13 GMT 2025","passed","Sun Jun 08 07:07:18 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Add a new user and verify that all fields, statuses, and icons are correctly displayed(e2e).","5829","testAddCompanyAnalyst","suite name","Sun Jun 08 07:00:24 GMT 2025","passed","Sun Jun 08 07:00:30 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddCompanyAnalyst"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","2882","testNavigateToTransactionsPage","suite name","Sun Jun 08 07:04:02 GMT 2025","passed","Sun Jun 08 07:04:05 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Error message 'From should be lesser than To' appears","5060","testErrorMessageByAmount","suite name","Sun Jun 08 07:03:04 GMT 2025","passed","Sun Jun 08 07:03:09 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageByAmount"
"'Filename' column header sorts entries in alphabetical and reverse order","1584","testSortingByFilename","suite name","Sun Jun 08 07:07:42 GMT 2025","passed","Sun Jun 08 07:07:44 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testSortingByFilename"
"Filter acquirers by status.","3143","testFilterAcquirersByStatus","suite name","Sun Jun 08 07:11:38 GMT 2025","passed","Sun Jun 08 07:11:41 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Correct transaction summary is displayed on Dashboard page","3899","testTransactionSummary","suite name","Sun Jun 08 07:05:50 GMT 2025","passed","Sun Jun 08 07:05:54 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummary"
"Edit company info and save","7787","testEditCompanyInfoAndSave","suite name","Sun Jun 08 07:10:33 GMT 2025","passed","Sun Jun 08 07:10:41 GMT 2025","xyz.npgw.test.run.EditCompanyDialogTest","test name","xyz.npgw.test.run.EditCompanyDialogTest","testEditCompanyInfoAndSave"
"Verify that user can see 'Card type' options","3023","testTheVisibilityOfTheCardTypeOptions","suite name","Sun Jun 08 07:08:58 GMT 2025","passed","Sun Jun 08 07:09:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheCardTypeOptions"
"Check after clicking on Transactions user redirected to Transactions page","2042","testTransactionsLink","suite name","Sun Jun 08 07:02:15 GMT 2025","passed","Sun Jun 08 07:02:17 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testTransactionsLink"
"Correct merchant ID is sent to the server","2620","testCheckMerchantId","suite name","Sun Jun 08 07:05:13 GMT 2025","passed","Sun Jun 08 07:05:16 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testCheckMerchantId"
"Error message is displayed when start date is after end date.","3964","testErrorMessageForReversedDateRange","suite name","Sun Jun 08 07:03:16 GMT 2025","passed","Sun Jun 08 07:03:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","8409","testVerifyAcquirerStatus","suite name","Sun Jun 08 07:13:30 GMT 2025","passed","Sun Jun 08 07:13:38 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Filtering transactions by Card type displays only matching entries in the table.","3404","testFilterByCardType","suite name","Sun Jun 08 07:05:13 GMT 2025","passed","Sun Jun 08 07:05:16 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByCardType"
"Deactivate user by 'Change user activity button' and verify status change","15124","testDeactivateUserViaChangeUserActivityButton","suite name","Sun Jun 08 07:02:18 GMT 2025","passed","Sun Jun 08 07:02:33 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"Unauthenticated users are automatically redirected to the 'Login page'","2048","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 07:10:36 GMT 2025","passed","Sun Jun 08 07:10:38 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Reset company analyst password under company admin","20027","testResetPasswordForCompanyAnalyst","suite name","Sun Jun 08 07:04:04 GMT 2025","passed","Sun Jun 08 07:04:24 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testResetPasswordForCompanyAnalyst"
"Verifies that all form field placeholders are set correctly","4509","testVerifyPlaceholdersEditForm","suite name","Sun Jun 08 07:03:10 GMT 2025","passed","Sun Jun 08 07:03:15 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","5486","testResetStatus","suite name","Sun Jun 08 07:07:57 GMT 2025","passed","Sun Jun 08 07:08:03 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","6572","testResetCurrency","suite name","Sun Jun 08 07:06:34 GMT 2025","passed","Sun Jun 08 07:06:40 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","1037","testNavigateToReportsPage","suite name","Sun Jun 08 07:07:23 GMT 2025","passed","Sun Jun 08 07:07:24 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"Verify that a new business unit wasn't added once click 'Close' button","10831","testCloseButtonAndDiscardChanges","suite name","Sun Jun 08 07:10:30 GMT 2025","passed","Sun Jun 08 07:10:40 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testCloseButtonAndDiscardChanges"
"'Reset' button clears selected filter values and resets them to default.","4213","testResetFilter","suite name","Sun Jun 08 07:12:03 GMT 2025","passed","Sun Jun 08 07:12:07 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Displaying selected currency","5946","testFilterDisplaysSelectedCurrency","suite name","Sun Jun 08 07:03:26 GMT 2025","passed","Sun Jun 08 07:03:32 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
