"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Correct transaction summary mock data is displayed on Dashboard page","10722","testTransactionSummaryMock","suite name","Sun Jun 08 09:15:14 GMT 2025","passed","Sun Jun 08 09:15:25 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummaryMock"
"Verify Selecting 'Rows Per Page' Option Updates the Field Value.","6430","testSelectingRowsPerPageOptionUpdatesFieldValue","suite name","Sun Jun 08 09:22:42 GMT 2025","passed","Sun Jun 08 09:22:48 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testSelectingRowsPerPageOptionUpdatesFieldValue"
"Check the hiding of parameters by pressing the chevron in Card details section","4113","testCheckTheHidingOfParameters","suite name","Sun Jun 08 09:11:37 GMT 2025","passed","Sun Jun 08 09:11:41 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTheHidingOfParameters"
"Verify that 'Company name' field is prefilled and impossible to change","10661","testCompanyNameFieldDefaultState","suite name","Sun Jun 08 09:20:16 GMT 2025","passed","Sun Jun 08 09:20:27 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testCompanyNameFieldDefaultState"
"Reset Amount Values","11088","testResetAmountValues","suite name","Sun Jun 08 09:14:20 GMT 2025","passed","Sun Jun 08 09:14:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmountValues"
"Verify full lists of column headers in table and visible columns from Settings","4802","testCheckUncheckAllVisibleColumns","suite name","Sun Jun 08 09:13:25 GMT 2025","passed","Sun Jun 08 09:13:30 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCheckUncheckAllVisibleColumns"
"Verify, that 'Reset filter' button change 'Card Type' to default value ( ALL)","6781","testResetCardType","suite name","Sun Jun 08 09:14:55 GMT 2025","passed","Sun Jun 08 09:15:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCardType"
"Filtering transactions by Currency","7346","testFilterTransactionsByCurrency","suite name","Sun Jun 08 09:17:31 GMT 2025","passed","Sun Jun 08 09:17:38 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Add a new business unit with 'Add business unit' button","16559","testAddNewMerchants","suite name","Sun Jun 08 09:19:34 GMT 2025","passed","Sun Jun 08 09:19:50 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testAddNewMerchants"
"Check/Uncheck Visible columns in the Settings and verify table column headers","34347","testCheckUncheckOneVisibleColumn","suite name","Sun Jun 08 09:13:36 GMT 2025","passed","Sun Jun 08 09:14:10 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCheckUncheckOneVisibleColumn"
"Verifies that all form field placeholders are set correctly","3464","testVerifyPlaceholdersEditForm","suite name","Sun Jun 08 09:12:55 GMT 2025","passed","Sun Jun 08 09:12:59 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Log out via button in the Header","362","testLogOutViaButtonInHeader","suite name","Sun Jun 08 09:11:12 GMT 2025","passed","Sun Jun 08 09:11:12 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Displaying the default number of rows on the RowsPerPage selector","2837","testCountSelectorRows","suite name","Sun Jun 08 09:14:27 GMT 2025","passed","Sun Jun 08 09:14:30 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","1983","testOpenStatusDropdown","suite name","Sun Jun 08 09:21:29 GMT 2025","passed","Sun Jun 08 09:21:31 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Filter transactions by business unit","6124","testFilterTransactionsByBusinessUnit","suite name","Sun Jun 08 09:16:45 GMT 2025","passed","Sun Jun 08 09:16:51 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByBusinessUnit"
"Check that after click on transactions in column NPGW reference user see transaction details","2784","testCheckTransactionDetails","suite name","Sun Jun 08 09:11:46 GMT 2025","passed","Sun Jun 08 09:11:49 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckTransactionDetails"
"Verify Acquirer can be activated and deactivated from the table","10308","testAcquirerCanBeActivatedAndDeactivated","suite name","Sun Jun 08 09:20:20 GMT 2025","passed","Sun Jun 08 09:20:30 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testAcquirerCanBeActivatedAndDeactivated"
"Verify that a new Acquirer can be successfully created and appears in the Acquirers dropdown.","7840","testAcquirerSuccessfullyCreatedAndAppearsInDropdown","suite name","Sun Jun 08 09:17:53 GMT 2025","passed","Sun Jun 08 09:18:01 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAcquirerSuccessfullyCreatedAndAppearsInDropdown"
"The visibility of elements in the 'Acquirers List' control panel","2527","testVisibilityAcquirersListControlTab","suite name","Sun Jun 08 09:23:25 GMT 2025","passed","Sun Jun 08 09:23:27 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Verifies that the Acquirers table displays correct data for the selected acquirer and shows relevant action buttons.","4045","testDisplaySingleRowWhenAcquirerIsSelected","suite name","Sun Jun 08 09:20:59 GMT 2025","passed","Sun Jun 08 09:21:03 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplaySingleRowWhenAcquirerIsSelected"
"Verify the request to server contains all the information from the filter","18784","testRequestToServer","suite name","Sun Jun 08 09:13:41 GMT 2025","passed","Sun Jun 08 09:14:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testRequestToServer"
"Verify error appears when creating an Acquirer with a duplicate name.","6750","testCreateAcquirerWithDuplicateNameShowsError","suite name","Sun Jun 08 09:18:20 GMT 2025","passed","Sun Jun 08 09:18:27 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
"Check that click on Logo return user to the dashboard page from other pages","2463","testClickLogoReturnToDashboardPage","suite name","Sun Jun 08 09:10:43 GMT 2025","passed","Sun Jun 08 09:10:45 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"Verify Minimum and Maximum Password Length Restrictions (negative)","1560","testPasswordLengthRestrictionsOnChange","suite name","Sun Jun 08 09:11:47 GMT 2025","passed","Sun Jun 08 09:11:48 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","5732","testResetMultiStatus","suite name","Sun Jun 08 09:16:30 GMT 2025","passed","Sun Jun 08 09:16:35 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Unauthenticated users are automatically redirected to the 'Login page'","2402","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 09:19:56 GMT 2025","passed","Sun Jun 08 09:19:58 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Error message when trying to create a company with invalid length and special characters.","2348","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Sun Jun 08 09:10:20 GMT 2025","passed","Sun Jun 08 09:10:22 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Verify 'Add business unit' button activation once some company is selected","8201","testVerifyAvailabilityOfBusinessUnitButton","suite name","Sun Jun 08 09:20:58 GMT 2025","passed","Sun Jun 08 09:21:06 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"Create new company admin user under admin","4411","testCreateCompanyAdminUser","suite name","Sun Jun 08 09:10:42 GMT 2025","passed","Sun Jun 08 09:10:46 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAdminUser"
"Error is displayed when trying to create a company with an already existing name","4201","testAddCompanyWithSameName","suite name","Sun Jun 08 09:10:03 GMT 2025","passed","Sun Jun 08 09:10:07 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithSameName"
"Verify the status is sent to the server","8272","testStatusRequestServer","suite name","Sun Jun 08 09:17:47 GMT 2025","passed","Sun Jun 08 09:17:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testStatusRequestServer"
"Verify that the Company admin can see all the company's business units in the Business unit dropdown list","3551","testTheVisibilityOfTheAvailableBusinessUnitOptions","suite name","Sun Jun 08 09:18:03 GMT 2025","passed","Sun Jun 08 09:18:07 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheAvailableBusinessUnitOptions"
"Check if the user can change the password through the profile settings in the user menu","9485","testChangePassword","suite name","Sun Jun 08 09:12:01 GMT 2025","passed","Sun Jun 08 09:12:11 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","9338","testVerifyAcquirerStatus","suite name","Sun Jun 08 09:23:09 GMT 2025","passed","Sun Jun 08 09:23:18 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Verify that if company is selected all it's business units are presented in the list","1","testCompaniesBusinessUnitsPresence","suite name","Sun Jun 08 09:09:06 GMT 2025","unknown","Sun Jun 08 09:09:06 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testCompaniesBusinessUnitsPresence"
"Verify that a new business unit wasn't added once click 'Close' button","11049","testCloseButtonAndDiscardChanges","suite name","Sun Jun 08 09:19:58 GMT 2025","passed","Sun Jun 08 09:20:09 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testCloseButtonAndDiscardChanges"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","5948","testResetMultiStatus","suite name","Sun Jun 08 09:16:02 GMT 2025","passed","Sun Jun 08 09:16:08 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Verify that the user can switch to the dark theme","2132","testDarkColorThemeSwitch","suite name","Sun Jun 08 09:10:51 GMT 2025","passed","Sun Jun 08 09:10:53 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDarkColorThemeSwitch"
"Download files: PDF, Excel, CSV","4514","testDownloadFiles","suite name","Sun Jun 08 09:12:06 GMT 2025","passed","Sun Jun 08 09:12:11 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","6014","testResetCurrency","suite name","Sun Jun 08 09:15:35 GMT 2025","passed","Sun Jun 08 09:15:41 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Unauthenticated users are automatically redirected to the 'Login page'","3022","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 09:20:05 GMT 2025","passed","Sun Jun 08 09:20:08 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","5419","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Sun Jun 08 09:10:51 GMT 2025","passed","Sun Jun 08 09:10:56 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Verify that 'Create' button is disabled when Acquirer name is empty.","4293","testDisableCreateButtonWhenAcquirerNameIsEmpty","suite name","Sun Jun 08 09:18:34 GMT 2025","passed","Sun Jun 08 09:18:38 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisableCreateButtonWhenAcquirerNameIsEmpty"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","4614","testToggleStatusRadioButtonsCorrectly","suite name","Sun Jun 08 09:19:58 GMT 2025","passed","Sun Jun 08 09:20:03 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Compare number of transactions with selected statuses in the table before and after filter","21851","testFilterByStatus","suite name","Sun Jun 08 09:15:28 GMT 2025","passed","Sun Jun 08 09:15:50 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Download files: PDF, Excel, CSV","4323","testDownloadFiles","suite name","Sun Jun 08 09:12:16 GMT 2025","passed","Sun Jun 08 09:12:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","5377","testResetCurrency","suite name","Sun Jun 08 09:15:23 GMT 2025","passed","Sun Jun 08 09:15:29 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","6168","testResetStatus","suite name","Sun Jun 08 09:17:02 GMT 2025","passed","Sun Jun 08 09:17:08 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Adding a user with an existing email address results in an error message.","7041","testAddUserWithExistingEmail","suite name","Sun Jun 08 09:10:10 GMT 2025","passed","Sun Jun 08 09:10:17 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddUserWithExistingEmail"
"User navigate to 'Dashboard page' after login","98","testNavigateToDashboardAfterLogin","suite name","Sun Jun 08 09:14:38 GMT 2025","passed","Sun Jun 08 09:14:38 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Unauthenticated users are automatically redirected to the 'Login page'","3281","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 09:20:00 GMT 2025","passed","Sun Jun 08 09:20:03 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Verify validation messages when creating Acquirer with invalid input.","5430","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Sun Jun 08 09:19:22 GMT 2025","passed","Sun Jun 08 09:19:27 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","2310","testVerifyAddBusinessUnitButtonDefaultState","suite name","Sun Jun 08 09:20:49 GMT 2025","passed","Sun Jun 08 09:20:51 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
"Deactivate user by 'Change user activity button' and verify status change","16740","testDeactivateUserViaChangeUserActivityButton","suite name","Sun Jun 08 09:11:44 GMT 2025","passed","Sun Jun 08 09:12:01 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"Filtering transactions by Currency","10268","testFilterTransactionsByCurrency","suite name","Sun Jun 08 09:16:58 GMT 2025","passed","Sun Jun 08 09:17:08 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Validates successful business unit addition to company (E2E test).","7266","testAddBusinessUnitEndToEndTest","suite name","Sun Jun 08 09:19:20 GMT 2025","passed","Sun Jun 08 09:19:27 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testAddBusinessUnitEndToEndTest"
"Verify, that 'Reset filter' button change 'Amount' to default value ( AMOUNT)","7084","testResetAmount","suite name","Sun Jun 08 09:14:06 GMT 2025","passed","Sun Jun 08 09:14:13 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmount"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","2284","testVisibilityHeaderAndAcquirersList","suite name","Sun Jun 08 09:23:33 GMT 2025","passed","Sun Jun 08 09:23:35 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Filtering transactions by Card type displays only matching entries in the table.","2969","testFilterByCardType","suite name","Sun Jun 08 09:14:36 GMT 2025","passed","Sun Jun 08 09:14:39 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByCardType"
"Error message is displayed when start date is after end date.","3078","testErrorMessageForReversedDateRange","suite name","Sun Jun 08 09:16:29 GMT 2025","passed","Sun Jun 08 09:16:33 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"Correct transaction summary is displayed on Dashboard page","4820","testTransactionSummary","suite name","Sun Jun 08 09:15:02 GMT 2025","passed","Sun Jun 08 09:15:06 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummary"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","8816","testVerifyAcquirerStatus","suite name","Sun Jun 08 09:22:54 GMT 2025","passed","Sun Jun 08 09:23:03 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Verify that user can see selector Status Options","3992","testTheVisibilityOfTheStatusSelectorOptions","suite name","Sun Jun 08 09:18:24 GMT 2025","passed","Sun Jun 08 09:18:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Displaying selected currency","4099","testFilterDisplaysSelectedCurrency","suite name","Sun Jun 08 09:13:02 GMT 2025","passed","Sun Jun 08 09:13:06 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Status filter correctly displays users with 'Active' or 'Inactive' status","19315","testStatusFilterDisplaysCorrectUsers","suite name","Sun Jun 08 09:13:33 GMT 2025","passed","Sun Jun 08 09:13:53 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Verify that users can be sorted alphabetically","4120","testCheckSortingListOfUsersAlphabetically","suite name","Sun Jun 08 09:10:22 GMT 2025","passed","Sun Jun 08 09:10:26 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersAlphabetically"
"Verify that the placeholder text for each field is correct.","2243","testVerifyPlaceholders","suite name","Sun Jun 08 09:11:19 GMT 2025","passed","Sun Jun 08 09:11:22 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"Verifying that we can switch the page when we click next button","6032","testPaginationNextButton","suite name","Sun Jun 08 09:18:01 GMT 2025","passed","Sun Jun 08 09:18:07 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testPaginationNextButton"
"Unauthenticated users are automatically redirected to the 'Login page'","2214","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jun 08 09:19:51 GMT 2025","passed","Sun Jun 08 09:19:54 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4897","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Sun Jun 08 09:11:09 GMT 2025","passed","Sun Jun 08 09:11:14 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Displaying selected currency","4378","testFilterDisplaysSelectedCurrency","suite name","Sun Jun 08 09:13:12 GMT 2025","passed","Sun Jun 08 09:13:17 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"'Creation Date' column sorts ascending by default and descending on click.","11042","testSortByCreationDate","suite name","Sun Jun 08 09:18:35 GMT 2025","passed","Sun Jun 08 09:18:46 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByCreationDate"
"The presence of the dropdown options export table data to file","4340","testPresenceOfDownloadFilesOptions","suite name","Sun Jun 08 09:13:30 GMT 2025","passed","Sun Jun 08 09:13:35 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"The 'Currency' dropdown toggles and contains options","2971","testOpenCurrencyDropdown","suite name","Sun Jun 08 09:18:56 GMT 2025","passed","Sun Jun 08 09:18:59 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"Edit user under company admin","12492","testEditCompanyUser","suite name","Sun Jun 08 09:12:07 GMT 2025","passed","Sun Jun 08 09:12:20 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditCompanyUser"
"Filter acquirers by status.","3462","testFilterAcquirersByStatus","suite name","Sun Jun 08 09:21:19 GMT 2025","passed","Sun Jun 08 09:21:22 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"'Filename' column header sorts entries in alphabetical and reverse order","2359","testSortingByFilename","suite name","Sun Jun 08 09:17:01 GMT 2025","passed","Sun Jun 08 09:17:03 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testSortingByFilename"
"Check if the user can change the password through the profile settings in the user menu","8861","testChangePassword","suite name","Sun Jun 08 09:12:17 GMT 2025","passed","Sun Jun 08 09:12:26 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
